=== LPC Import Credits ===
Generated: 2026-03-01 22:29:23
Total items: 1101

All assets imported under their respective safe licenses (CC0, OGA-BY, CC-BY).
Assets requiring GPL or CC-BY-SA were excluded from import.

[Afro] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-hair
[Shorts] (male) Authors: ElizaWy, JaidynReiman, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-pants
[Shorts] (male) Authors: JaidynReiman, ElizaWy, Bluecarrot16, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, GPL 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-pants
[Shortsleeve Cardigan] (female) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Shortsleeve Cardigan] (male) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Shortsleeve Polo] (female) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Shortsleeve Polo] (male) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Shortsleeve] (female) Authors: bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; http://opengameart.org/content/lpc-revised-character-basics ; http://opengameart.org/content/lpc-clothing-updates ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Shortsleeve] (female) Authors: bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-7-womens-shirts ; http://opengameart.org/content/lpc-revised-character-basics ; http://opengameart.org/content/lpc-clothing-updates ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Shortsleeve] (female) Authors: bluecarrot16, ElizaWy, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-pregnancy-bases-maternity-wear ; https://opengameart.org/content/lpc-revised-character-basics ; http://opengameart.org/content/lpc-clothing-updates
[Shortsleeve] (female) Authors: Nyom, bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-7-womens-shirts ; http://opengameart.org/content/lpc-revised-character-basics ; http://opengameart.org/content/lpc-clothing-updates ; https://opengameart.org/content/lpc-teen-androgynous-short-sleeve-shirt ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Shortsleeve] (male) Authors: bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; http://opengameart.org/content/lpc-revised-character-basics ; http://opengameart.org/content/lpc-clothing-updates ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Shortsleeve] (male) Authors: bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-7-womens-shirts ; http://opengameart.org/content/lpc-revised-character-basics ; http://opengameart.org/content/lpc-clothing-updates ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Shortsleeve] (male) Authors: bluecarrot16, ElizaWy, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-pregnancy-bases-maternity-wear ; https://opengameart.org/content/lpc-revised-character-basics ; http://opengameart.org/content/lpc-clothing-updates
[Shortsleeve] (male) Authors: Nyom, bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-7-womens-shirts ; http://opengameart.org/content/lpc-revised-character-basics ; http://opengameart.org/content/lpc-clothing-updates ; https://opengameart.org/content/lpc-teen-androgynous-short-sleeve-shirt ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Shortsleeves 2 Overlay] (female) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Shortsleeves 2 Overlay] (male) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Shoulderl] (female) Authors: JaidynReiman, Lanea Zimmerman (Sharm), Manuel Riecke (MrBeast) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://github.com/jrconway3/Universal-LPC-spritesheet/commit/c32ce8a7edd9fc7fe7daa62a39cf64e5946020a2 ; https://opengameart.org/content/lpc-expanded-hair
[Shoulderl] (male) Authors: JaidynReiman, Lanea Zimmerman (Sharm), Manuel Riecke (MrBeast) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://github.com/jrconway3/Universal-LPC-spritesheet/commit/c32ce8a7edd9fc7fe7daa62a39cf64e5946020a2 ; https://opengameart.org/content/lpc-expanded-hair
[Shoulderr] (female) Authors: JaidynReiman, Lanea Zimmerman (Sharm), Manuel Riecke (MrBeast) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://github.com/jrconway3/Universal-LPC-spritesheet/commit/c32ce8a7edd9fc7fe7daa62a39cf64e5946020a2 ; https://opengameart.org/content/lpc-expanded-hair
[Shoulderr] (male) Authors: JaidynReiman, Lanea Zimmerman (Sharm), Manuel Riecke (MrBeast) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://github.com/jrconway3/Universal-LPC-spritesheet/commit/c32ce8a7edd9fc7fe7daa62a39cf64e5946020a2 ; https://opengameart.org/content/lpc-expanded-hair
[Side Cat Ears Skintone] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-furry-ears-tails-for-rpg-sprites
[Side Cat Ears Skintone] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-furry-ears-tails-for-rpg-sprites
[Side Cat Ears] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-furry-ears-tails-for-rpg-sprites
[Side Cat Ears] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-furry-ears-tails-for-rpg-sprites
[Side Parted w/Bangs 2] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-1-hairstyle-2-hair-extensions-3-previously-unofficially-released-hairstyles ; https://github.com/jrconway3/Universal-LPC-spritesheet/commit/46ddcf05a0e43e7aa6ffd47d350eef0eb529ac24
[Side Parted w/Bangs 2] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-1-hairstyle-2-hair-extensions-3-previously-unofficially-released-hairstyles ; https://github.com/jrconway3/Universal-LPC-spritesheet/commit/46ddcf05a0e43e7aa6ffd47d350eef0eb529ac24
[Side Parted w/Bangs] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-1-hairstyle-2-hair-extensions-3-previously-unofficially-released-hairstyles ; https://github.com/jrconway3/Universal-LPC-spritesheet/commit/46ddcf05a0e43e7aa6ffd47d350eef0eb529ac24
[Side Parted w/Bangs] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-1-hairstyle-2-hair-extensions-3-previously-unofficially-released-hairstyles ; https://github.com/jrconway3/Universal-LPC-spritesheet/commit/46ddcf05a0e43e7aa6ffd47d350eef0eb529ac24
[Side Swoop] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-1-hairstyle-2-hair-extensions-3-previously-unofficially-released-hairstyles ; https://github.com/jrconway3/Universal-LPC-spritesheet/commit/46ddcf05a0e43e7aa6ffd47d350eef0eb529ac24
[Side Swoop] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-1-hairstyle-2-hair-extensions-3-previously-unofficially-released-hairstyles ; https://github.com/jrconway3/Universal-LPC-spritesheet/commit/46ddcf05a0e43e7aa6ffd47d350eef0eb529ac24
[Side Wolf Ears Skintone] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-furry-ears-tails-for-rpg-sprites
[Side Wolf Ears Skintone] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-furry-ears-tails-for-rpg-sprites
[Side Wolf Ears] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-furry-ears-tails-for-rpg-sprites
[Side Wolf Ears] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-furry-ears-tails-for-rpg-sprites
[Simple Armet] (female) Authors: bluecarrot16, Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Simple Armet] (male) Authors: bluecarrot16, Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Simple barbuta] (female) Authors: bluecarrot16 | License: OGA-BY 3.0, CC-BY 3.0, CC-BY 4.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-helmets ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Simple barbuta] (male) Authors: bluecarrot16 | License: OGA-BY 3.0, CC-BY 3.0, CC-BY 4.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-helmets ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Simple Earring Left] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-pirates
[Simple Earring Left] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-pirates
[Simple Earring Right] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-pirates
[Simple Earring Right] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-pirates
[Simple Necklace] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Simple Necklace] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Simple staff] (female) Authors: bluecarrot16, Dr. Jamgo | License: CC0 | https://opengameart.org/content/lpc-simple-staff
[Simple staff] (male) Authors: bluecarrot16, Dr. Jamgo | License: CC0 | https://opengameart.org/content/lpc-simple-staff
[Simple sugarloaf helm] (female) Authors: bluecarrot16 | License: CC-BY 3.0, CC-BY 4.0, OGA-BY 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-helmets ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Simple sugarloaf helm] (male) Authors: bluecarrot16 | License: CC-BY 3.0, CC-BY 4.0, OGA-BY 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-helmets ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Single] (female) Authors: JaidynReiman, Nila122 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/3-hairs-for-lpc ; https://opengameart.org/content/lpc-expanded-hair
[Single] (male) Authors: JaidynReiman, Nila122 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/3-hairs-for-lpc ; https://opengameart.org/content/lpc-expanded-hair
[Skeleton] (female) Authors: bluecarrot16, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-skeleton ; https://opengameart.org/content/lpc-character-bases
[Skeleton] (male) Authors: bluecarrot16, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-skeleton ; https://opengameart.org/content/lpc-character-bases
[Sleeveless 2 Buttoned] (female) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Sleeveless 2 Buttoned] (male) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Sleeveless 2 Cardigan] (female) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Sleeveless 2 Cardigan] (male) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Sleeveless 2 Polo] (female) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Sleeveless 2 Polo] (male) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Sleeveless 2 Scoop] (female) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Sleeveless 2 Scoop] (male) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Sleeveless 2 VNeck] (female) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Sleeveless 2 VNeck] (male) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Sleeveless 2] (female) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Sleeveless 2] (male) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Sleeveless laced] (male) Authors: bluecarrot16, Matthew Krohn (makrohn), JaidynReiman, Marcel van de Steeg (MadMarcel), Nila122, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-female-orcogregoblintroll-base-walkcycle ; https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more ; https://opengameart.org/content/more-lpc-clothes-and-hair ; https://opengameart.org/content/lpc-pirates
[Sleeveless striped] (male) Authors: bluecarrot16, Matthew Krohn (makrohn), JaidynReiman, Marcel van de Steeg (MadMarcel), Nila122, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-female-orcogregoblintroll-base-walkcycle ; https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more ; https://opengameart.org/content/more-lpc-clothes-and-hair ; https://opengameart.org/content/lpc-pirates
[Sleeveless] (female) Authors: bluecarrot16, Matthew Krohn (makrohn), JaidynReiman, Marcel van de Steeg (MadMarcel), Nila122, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-female-orcogregoblintroll-base-walkcycle ; https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more ; https://opengameart.org/content/more-lpc-clothes-and-hair ; https://opengameart.org/content/lpc-pirates
[Sleeveless] (female) Authors: ElizaWy, JaidynReiman, Matthew Krohn (makrohn), Marcel van de Steeg (MadMarcel), Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-female-orcogregoblintroll-base-walkcycle ; https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more ; https://opengameart.org/content/lpc-7-womens-shirts ; http://opengameart.org/content/lpc-clothing-updates
[Sleeveless] (male) Authors: bluecarrot16, Matthew Krohn (makrohn), JaidynReiman, Marcel van de Steeg (MadMarcel), Nila122, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-female-orcogregoblintroll-base-walkcycle ; https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more ; https://opengameart.org/content/more-lpc-clothes-and-hair ; https://opengameart.org/content/lpc-pirates
[Sleeveless] (male) Authors: ElizaWy, JaidynReiman, Matthew Krohn (makrohn), Marcel van de Steeg (MadMarcel), Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-female-orcogregoblintroll-base-walkcycle ; https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more ; https://opengameart.org/content/lpc-7-womens-shirts ; http://opengameart.org/content/lpc-clothing-updates
[Slingshot] (female) Authors: bluecarrot16 | License: OGA-BY 3.0+, GPL 3.0, CC-BY 4.0 | https://opengameart.org/content/lpc-more-weapons
[Slingshot] (male) Authors: bluecarrot16 | License: OGA-BY 3.0+, GPL 3.0, CC-BY 4.0 | https://opengameart.org/content/lpc-more-weapons
[Slit dress] (female) Authors: Nila122, ElizaWy, bluecarrot16 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-clothes-and-hair ; http://opengameart.org/content/lpc-clothing-updates
[Slit skirt] (female) Authors: Nila122, ElizaWy, bluecarrot16 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-clothes-and-hair ; http://opengameart.org/content/lpc-clothing-updates
[Slit skirt] (male) Authors: Nila122, ElizaWy, bluecarrot16 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-clothes-and-hair ; http://opengameart.org/content/lpc-clothing-updates
[Slit visor] (female) Authors: bluecarrot16, Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Slit visor] (male) Authors: bluecarrot16, Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Small Beaded Necklace] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Small Beaded Necklace] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Solid] (female) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more ; https://opengameart.org/content/lpc-roman-armor ; http://opengameart.org/content/lpc-clothing-updates
[Solid] (female) Authors: Nila122, JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more ; https://opengameart.org/content/lpc-roman-armor
[Solid] (male) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more ; https://opengameart.org/content/lpc-roman-armor ; http://opengameart.org/content/lpc-clothing-updates
[Solid] (male) Authors: Nila122, JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more ; https://opengameart.org/content/lpc-roman-armor
[Spangenhelm] (female) Authors: bluecarrot16 | License: CC-BY 3.0, CC-BY 4.0, OGA-BY 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-helmets ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Spangenhelm] (male) Authors: bluecarrot16 | License: CC-BY 3.0, CC-BY 4.0, OGA-BY 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-helmets ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Spartan Shield] (female) Authors: bluecarrot16, Sander Frenken (castelonia) | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[Spartan Shield] (male) Authors: bluecarrot16, Sander Frenken (castelonia) | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
